*SUMMARY : KSGC3038SN FINNEY COUNTY MODELING                                       DSSAT Cropping System Model Ver. 4.7.1.001 -release      JUL 23, 2019; 16:38:07

!IDENTIFIERS......................... EXPERIMENT AND TREATMENT.......... SITE INFORMATION............ DATES..........................................  DRY WEIGHT, YIELD AND YIELD COMPONENTS........................................  WATER...............................................  NITROGEN............................................  PHOSPHORUS............  POTASSIUM.............  ORGANIC MATTER..........................................    WATER PRODUCTIVITY..................................................    NITROGEN PRODUCTIVITY...........  SEASONAL ENVIRONMENTAL DATA (Planting to harvest)..............
@   RUNNO   TRNO R# O# C# CR MODEL... EXNAME.. TNAM..................... FNAM.... WSTA.... SOIL_ID...    SDAT    PDAT    EDAT    ADAT    MDAT    HDAT  DWAP    CWAM    HWAM    HWAH    BWAH  PWAM    HWUM    H#AM    H#UM  HIAM  LAIX  IR#M  IRCM  PRCM  ETCM  EPCM  ESCM  ROCM  DRCM  SWXM  NI#M  NICM  NFXM  NUCM  NLCM  NIAM  CNAM  GNAM N2OEC  PI#M  PICM  PUPC  SPAM  KI#M  KICM  KUPC  SKAM  RECM  ONTAM   ONAM  OPTAM   OPAM   OCTAM    OCAM   CO2EC    DMPPM    DMPEM    DMPTM    DMPIM     YPPM     YPEM     YPTM     YPIM    DPNAM    DPNUM    YPNAM    YPNUM  NDCH TMAXA TMINA SRADA DAYLA   CO2A   PRCP   ETCP   ESCP   EPCP
       31      2  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_4               FNYCO001 GRRD8201 KS00000005 1982061 1982130 1982140 1982216 1982307 1982307   -99   27843   17153   17153   10756 21788  0.3153    5440   715.8 0.616   4.3     9   225   487   750   457   293    13    39   152     1   250     0   348     1    73   271   228   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19786  19786      0      0  226437  226437     -99     68.7     41.7     60.9    123.7     42.3     25.7     37.5     76.2    111.4     80.0     68.6     49.3   177  27.1  12.3  25.8  13.2  380.0  405.3  668.3  210.9  457.4
       32      2  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_4               FNYCO001 GRRD8301 KS00000005 1983061 1983130 1983145 1983222 1983294 1983294   -99   24044   13691   13691   10425 18259  0.2503    5470   719.7 0.569   4.2    16   400   354   790   452   338     2    39   139     1   250     0   317     1    82   232   186   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19804  19804      0      0  226715  226715     -99     88.8     34.7     53.2     60.1     50.6     19.8     30.3     34.2     96.2     75.8     54.8     43.2   164  29.3  13.6  27.0  13.4  380.0  270.7  692.4  240.7  451.8
       33      2  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_4               FNYCO001 GRRD8401 KS00000005 1984061 1984130 1984137 1984211 1984285 1984285   -99   25988   15446   15446   10608 20447  0.2838    5442   716.0 0.594   4.0    17   425   326   773   487   286     3    28   160     1   250     0   334     0    60   244   207   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19816  19816      0      0  226831  226831     -99    162.7     41.5     53.3     61.1     96.7     24.6     31.7     36.3    104.0     77.8     61.8     46.2   155  30.0  13.8  27.9  13.6  380.0  159.7  626.9  139.6  487.3
       34      2  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_4               FNYCO001 GRRD8501 KS00000005 1985061 1985130 1985140 1985214 1985280 1985280   -99   26003   15599   15599   10467 20771  0.2790    5591   735.6 0.600   3.8     8   200   430   676   447   230    21    17   162     1   250     0   353     0    58   266   226   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19797  19797      0      0  226582  226582     -99     81.8     45.4     58.2    130.0     49.1     27.3     34.9     78.0    104.0     73.7     62.4     44.2   150  29.0  13.0  27.9  13.6  380.0  317.8  572.4  125.7  446.7
       35      2  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_4               FNYCO001 GRRD8601 KS00000005 1986061 1986130 1986137 1986210 1986282 1986282   -99   28098   17441   17441   10725 22280  0.3041    5736   754.7 0.621   4.3    13   325   312   719   493   225     3     0   143     1   250     0   343     0    74   264   231   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19787  19787      0      0  226415  226415     -99    105.7     42.9     57.0     86.5     65.6     26.7     35.4     53.7    112.4     81.9     69.8     50.8   152  29.6  15.0  27.5  13.6  380.0  265.9  654.4  162.9  493.3
       36      2  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_4               FNYCO001 GRRD8701 KS00000005 1987061 1987130 1987136 1987214 1987306 1987306   -99   29200   17290   17290   11991 22323  0.3135    5515   725.7 0.592   4.8    13   325   464   823   526   297    10    46   138     1   250     0   366     1    60   265   216   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19791  19791      0      0  226629  226629     -99     85.7     40.4     55.5     89.8     50.7     23.9     32.9     53.2    116.8     79.8     69.2     47.2   176  28.3  12.8  26.6  13.2  380.0  340.9  721.9  196.0  526.0
       37      2  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_4               FNYCO001 GRRD8801 KS00000005 1988061 1988130 1988136 1988210 1988279 1988279   -99   27595   17202   17202   10462 21912  0.3123    5508   724.7 0.623   4.1    15   375   260   700   498   202     1     2   152     1   250     0   354     0    52   267   232   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19802  19802      0      0  226602  226602     -99    138.0     44.5     55.4     73.6     86.0     27.7     34.6     45.9    110.4     78.0     68.8     48.6   149  30.5  14.6  27.3  13.7  380.0  200.0  620.3  123.3  497.8
       38      2  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_4               FNYCO001 GRRD8901 KS00000005 1989061 1989130 1989140 1989216 1989298 1989298   -99   26994   15575   15575   11483 21536  0.2990    5209   685.4 0.577   4.0    10   250   469   747   448   299    14    39   158     1   250     0   362     2    53   276   230   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19792  19792      0      0  226543  226543     -99     63.7     40.0     60.2    108.0     36.7     23.1     34.8     62.3    108.0     74.6     62.3     43.0   168  27.0  12.2  26.2  13.4  380.0  423.9  675.0  226.8  448.1
       39      2  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_4               FNYCO001 GRRD9001 KS00000005 1990061 1990130 1990139 1990216 1990294 1990294   -99   27863   15990   15990   11945 21783  0.2882    5548   730.0 0.574   4.4    16   400   365   792   510   282    12    40   138     1   250     0   344     1    62   247   207   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19806  19806      0      0  226792  226792     -99    117.6     41.7     54.6     69.7     67.5     23.9     31.3     40.0    111.5     81.0     64.0     46.5   164  29.4  13.3  27.4  13.4  380.0  236.9  667.8  157.5  510.4
       40      2  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_4               FNYCO001 GRRD9101 KS00000005 1991061 1991130 1991136 1991205 1991277 1991277   -99   28708   17565   17565   11212 22870  0.3107    5654   743.9 0.612   4.3    12   300   422   757   502   255    19    39   139     1   250     0   349     2    59   266   233   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19797  19797      0      0  226531  226531     -99     81.5     43.0     57.2     95.7     49.9     26.3     35.0     58.5    114.8     82.3     70.3     50.3   147  30.4  15.3  28.1  13.7  380.0  352.2  667.9  167.5  501.9
       41      2  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_4               FNYCO001 GRRD9201 KS00000005 1992061 1992130 1992137 1992223 1992316 1992316   -99   28317   15904   15904   12488 22200  0.3036    5238   689.3 0.562   4.6     9   225   422   738   469   269     8     0   144     1   250     0   384     0    47   290   224   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19787  19787      0      0  226616  226616     -99     70.9     41.5     60.4    125.9     39.8     23.3     33.9     70.7    113.3     73.7     63.6     41.4   186  25.7  11.3  25.2  13.1  380.0  399.4  682.6  213.5  469.0
       42      2  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_4               FNYCO001 GRRD9301 KS00000005 1993061 1993130 1993139 1993214 1993309 1993309   -99   29110   17434   17434   11748 23127  0.3227    5402   710.8 0.599   4.4     9   225   511   780   487   293    10    25   164     1   250     0   377     0    40   290   231   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19800  19800      0      0  226694  226694     -99     73.7     43.5     59.8    129.4     44.1     26.1     35.8     77.5    116.4     77.2     69.7     46.2   179  26.8  11.9  26.0  13.2  380.0  395.0  668.9  181.8  487.2
       43      2  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_4               FNYCO001 GRRD9401 KS00000005 1994061 1994130 1994137 1994208 1994289 1994289   -99   28953   17025   17025   12000 22931  0.3016    5645   742.8 0.588   4.4    12   300   432   803   532   271     5    12   144     1   250     0   345     0    72   250   214   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19794  19794      0      0  226596  226596     -99     80.6     40.4     54.5     96.5     47.4     23.8     32.0     56.8    115.8     83.9     68.1     49.3   159  30.1  13.5  27.8  13.5  380.0  359.1  716.0  185.3  531.6
       44      2  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_4               FNYCO001 GRRD9501 KS00000005 1995061 1995130 1995140 1995223 1995305 1995305   -99   23221   12059   12059   11237 16802  0.2208    5462   718.6 0.519   4.6    10   250   521   741   431   309    14   104   152     1   250     0   332     4    80   249   181   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19790  19790      0      0  226443  226443     -99     59.5     35.5     53.8     92.9     30.9     18.4     28.0     48.2     92.9     69.9     48.2     36.3   175  27.9  11.5  25.7  13.2  380.0  390.5  654.3  223.0  431.3
       45      2  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_4               FNYCO001 GRRD9601 KS00000005 1996061 1996130 1996138 1996212 1996301 1996301   -99   30256   18299   18299   12031 24105  0.3350    5463   718.8 0.605   4.5     7   175   457   714   487   228     8    10   150     1   250     0   366     1    50   281   235   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19796  19796      0      0  226622  226622     -99     72.0     46.6     62.2    172.9     43.6     28.2     37.6    104.6    121.0     82.7     73.2     50.0   171  27.8  12.4  26.2  13.3  380.0  420.0  648.8  162.3  486.5
       46      2  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_4               FNYCO001 GRRD9701 KS00000005 1997061 1997130 1997138 1997213 1997283 1997283   -99   26742   15142   15142   11669 20308  0.3127    4842   637.1 0.566   4.3     9   225   513   736   488   248    35    52   158     1   250     0   355     3    60   267   227   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19788  19788      0      0  226413  226413     -99     57.6     40.0     54.8    118.9     32.6     22.6     31.0     67.3    107.0     75.3     60.6     42.7   153  29.4  14.6  27.2  13.6  380.0  464.3  669.2  183.4  487.8
       47      2  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_4               FNYCO001 GRRD9801 KS00000005 1998061 1998130 1998137 1998200 1998259 1998259   -99   23668   13520   13520   10199 17768  0.2732    4948   651.1 0.571   3.1     7   175   420   680   422   258     5    15   145     1   250     0   325     0    66   261   221   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19806  19806      0      0  226521  226521     -99     79.2     41.0     56.1    135.2     45.2     23.4     32.0     77.3     94.7     72.8     54.1     41.6   129  32.0  15.5  29.5  13.9  380.0  299.0  577.1  157.2  422.2
       48      2  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_4               FNYCO001 GRRD9901 KS00000005 1999061 1999130 1999139 1999211 1999288 1999288   -99   25747   15026   15026   10792 19946  0.2979    5043   663.6 0.584   4.4    10   250   516   794   473   320    16    49   146     1   250     0   335     3    75   250   209   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19795  19795      0      0  226549  226549     -99     66.7     38.8     54.4    103.0     38.9     22.6     31.8     60.1    103.0     76.9     60.1     44.9   158  29.0  13.7  27.0  13.5  380.0  385.9  664.2  191.4  473.1
       49      2  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_4               FNYCO001 GRRD0001 KS00000005 2000061 2000130 2000137 2000209 2000266 2000266   -99   25756   13729   13729   12097 19013  0.2358    5822   766.1 0.533   4.2    15   375   349   734   498   235     3    70   138     1   250     0   331     1    69   248   206   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19801  19801      0      0  226562  226562     -99    159.2     42.7     51.7     68.7     84.9     22.8     27.6     36.6    103.0     77.8     54.9     41.5   136  32.9  15.4  29.0  13.8  380.0  161.8  603.3  107.7  498.2
       50      2  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_4               FNYCO001 GRRD0101 KS00000005 2001061 2001130 2001136 2001208 2001272 2001272   -99   24649   14575   14575   10142 19096  0.2657    5486   721.8 0.591   3.9    14   350   470   782   487   295    22   105   135     1   250     0   288     6   108   216   183   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19801  19801      0      0  226567  226567     -99     68.3     36.5     50.7     70.4     40.4     21.6     30.0     41.6     98.6     85.6     58.3     50.6   142  31.9  15.2  28.8  13.8  380.0  360.7  675.7  191.4  486.5
       51      2  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_4               FNYCO001 GRRD0201 KS00000005 2002061 2002130 2002139 2002208 2002275 2002275   -99   27248   16650   16650   10667 21247  0.2909    5724   753.1 0.611   4.3    15   375   239   679   510   169     0     0   156     1   250     0   345     0    61   260   225   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19801  19801      0      0  226611  226611     -99    144.3     44.2     53.4     72.7     88.2     27.0     32.7     44.4    109.0     79.0     66.6     48.3   145  31.4  15.3  28.2  13.7  380.0  188.8  617.1  109.2  509.9
       52      2  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_4               FNYCO001 GRRD0301 KS00000005 2003061 2003130 2003138 2003210 2003283 2003283   -99   25158   15985   15985    9234 20215  0.3081    5188   682.6 0.635   3.5    14   350   382   769   469   300     5    33   149     1   250     0   334     1    73   256   225   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19796  19796      0      0  226543  226543     -99     90.7     37.7     53.7     71.9     57.6     23.9     34.1     45.7    100.6     75.3     63.9     47.9   153  30.2  14.1  27.7  13.6  380.0  277.5  668.1  200.6  468.9
       53      2  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_4               FNYCO001 GRRD0401 KS00000005 2004061 2004130 2004139 2004216 2004307 2004307   -99   30655   18459   18459   12271 24327  0.3308    5580   734.2 0.602   4.6     7   175   576   760   517   242    17    48   177     1   250     0   395     2    44   297   242   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19775  19775      0      0  226304  226304     -99     65.4     46.3     59.2    175.2     39.4     27.9     35.7    105.5    122.6     77.6     73.8     46.7   177  28.1  12.4  26.2  13.2  380.0  468.4  661.4  144.1  517.4
       54      2  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_4               FNYCO001 GRRD0501 KS00000005 2005061 2005130 2005138 2005207 2005271 2005271   -99   27341   15641   15641   11771 20750  0.2937    5326   700.8 0.572   4.3    12   300   344   731   502   229     2     5   138     1   250     0   333     0    76   252   213   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19794  19794      0      0  226485  226485     -99     91.2     41.4     54.5     91.1     52.2     23.7     31.2     52.1    109.4     82.1     62.6     47.0   141  31.6  15.0  28.8  13.8  380.0  299.8  659.7  160.4  501.8
       55      2  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_4               FNYCO001 GRRD0601 KS00000005 2006061 2006130 2006139 2006207 2006277 2006277   -99   28393   17339   17339   11131 21477  0.3089    5613   738.6 0.611   4.7    11   275   386   765   537   229     4     0   128     1   250     0   359     0    64   269   230   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19786  19786      0      0  226453  226453     -99     93.2     42.2     52.9    103.2     56.9     25.8     32.3     63.1    113.6     79.1     69.4     48.3   147  31.5  14.9  28.3  13.7  380.0  304.8  672.3  138.2  536.5
       56      2  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_4               FNYCO001 GRRD0701 KS00000005 2007061 2007130 2007137 2007210 2007270 2007270   -99   24102   13156   13156   11011 17515  0.2478    5310   698.7 0.546   4.1    12   300   367   732   489   243     6    14   147     1   250     0   333     0    70   243   200   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19801  19801      0      0  226558  226558     -99     96.7     39.7     49.3     80.3     52.8     21.7     26.9     43.9     96.4     72.4     52.6     39.5   140  31.5  15.4  28.9  13.8  380.0  249.3  607.1  120.9  488.8
       57      2  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_4               FNYCO001 GRRD0801 KS00000005 2008061 2008130 2008140 2008210 2008285 2008285   -99   27571   17208   17208   10433 21554  0.3262    5276   694.2 0.624   4.4    14   350   296   734   512   223     1     0   134     1   250     0   355     0    58   265   230   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19796  19796      0      0  226577  226577     -99    130.2     42.6     53.9     78.8     81.2     26.6     33.6     49.2    110.3     77.7     68.8     48.5   155  30.2  13.9  27.7  13.6  380.0  211.8  647.8  137.8  511.7
       58      2  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_4               FNYCO001 GRRD0901 KS00000005 2009061 2009130 2009139 2009208 2009292 2009292   -99   26625   16451   16451   10236 21458  0.3203    5137   675.9 0.618   3.9    11   275   474   769   476   294    12    50   153     1   250     0   349     1    59   264   226   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19801  19801      0      0  226705  226705     -99     84.8     41.1     56.0     96.8     52.4     25.4     34.6     59.8    106.5     76.3     65.8     47.1   162  28.3  12.5  26.5  13.5  380.0  314.1  648.3  172.7  475.6
       59      3  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_6               FNYCO001 GRRD8101 KS00000005 1981061 1981130 1981143 1981212 1981289 1981289   -99   28176   17771   17771   10471 22955  0.3170    5606   737.7 0.631   3.8    11   275   396   731   466   265     4    17   155     1   250     0   340     1    71   264   233   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19795  19795      0      0  226553  226553     -99    101.6     45.0     60.5    102.5     64.1     28.4     38.1     64.6    112.7     82.9     71.1     52.3   159  28.7  13.7  27.0  13.5  380.0  277.3  626.6  161.3  465.9
       60      3  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_6               FNYCO001 GRRD8201 KS00000005 1982061 1982130 1982140 1982216 1982307 1982307   -99   28057   17369   17369   10754 22005  0.3193    5440   715.8 0.619   4.3     9   225   487   757   456   300    14    39   145     1   250     0   343     1    76   267   223   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19787  19787      0      0  226461  226461     -99     69.2     41.6     61.5    124.7     42.9     25.8     38.1     77.2    112.2     81.8     69.5     50.6   177  27.1  12.3  25.8  13.2  380.0  405.3  674.5  218.5  456.0
       61      3  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_6               FNYCO001 GRRD8301 KS00000005 1983061 1983130 1983145 1983222 1983294 1983294   -99   19835   11628   11628    8276 14321  0.2956    3934   517.6 0.586   3.9    13   325   354   762   419   343     2    39   104     1   250     0   316     1    75   226   173   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19816  19816      0      0  226935  226935     -99     73.3     29.9     47.3     61.0     43.0     17.5     27.7     35.8     79.3     62.8     46.5     36.8   164  29.3  13.6  27.0  13.4  380.0  270.7  664.2  244.9  419.5
       62      3  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_6               FNYCO001 GRRD8401 KS00000005 1984061 1984130 1984137 1984211 1984285 1984285   -99   23627   13974   13974    9716 18666  0.2650    5273   693.8 0.591   3.4    15   375   326   747   449   298     4    28   143     1   250     0   305     0    77   221   189   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19826  19826      0      0  227021  227021     -99    147.9     39.4     52.7     63.0     87.5     23.3     31.1     37.3     94.5     77.5     55.9     45.8   155  30.0  13.8  27.9  13.6  380.0  159.7  600.2  151.6  448.6
       63      3  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_6               FNYCO001 GRRD8501 KS00000005 1985061 1985130 1985140 1985214 1985280 1985280   -99   25678   15478   15478   10262 20592  0.2790    5547   729.9 0.603   3.7     7   175   430   672   441   231    16    17   149     1   250     0   346     0    60   261   223   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19801  19801      0      0  226657  226657     -99     80.8     45.2     58.2    146.7     48.7     27.2     35.1     88.4    102.7     74.2     61.9     44.7   150  29.0  13.0  27.9  13.6  380.0  317.8  568.6  127.4  441.2
       64      3  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_6               FNYCO001 GRRD8601 KS00000005 1986061 1986130 1986137 1986210 1986282 1986282   -99   27182   16525   16525   10725 21364  0.2881    5736   754.7 0.608   4.3    13   325   312   718   488   230     3     0   144     1   250     0   323     0    90   245   212   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19792  19792      0      0  226518  226518     -99    102.2     41.6     55.7     83.6     62.1     25.3     33.8     50.8    108.7     84.2     66.1     51.2   152  29.6  15.0  27.5  13.6  380.0  265.9  653.9  167.4  488.2
       65      3  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_6               FNYCO001 GRRD8701 KS00000005 1987061 1987130 1987136 1987214 1987306 1987306   -99   29009   17100   17100   11991 22133  0.3101    5515   725.7 0.589   4.8    13   325   464   823   523   300    10    46   138     1   250     0   358     1    65   258   209   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19793  19793      0      0  226677  226677     -99     85.1     40.2     55.5     89.3     50.2     23.7     32.7     52.6    116.0     81.0     68.4     47.8   176  28.3  12.8  26.6  13.2  380.0  340.9  721.8  198.8  523.0
       66      3  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_6               FNYCO001 GRRD8801 KS00000005 1988061 1988130 1988136 1988210 1988279 1988279   -99   24677   14639   14639   10106 18453  0.3125    4684   616.3 0.593   4.0    13   325   260   661   452   209     1     2   149     1   250     0   333     0    62   247   210   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19812  19812      0      0  226803  226803     -99    123.4     42.5     54.6     75.9     73.2     25.2     32.4     45.0     98.7     74.1     58.6     44.0   149  30.5  14.6  27.3  13.7  380.0  200.0  581.0  130.1  451.6
       67      3  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_6               FNYCO001 GRRD8901 KS00000005 1989061 1989130 1989140 1989216 1989298 1989298   -99   26822   15688   15688   11198 21365  0.3023    5189   682.8 0.585   4.0     9   225   469   744   447   298    14    39   140     1   250     0   360     2    54   273   227   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19794  19794      0      0  226585  226585     -99     63.3     39.8     60.0    119.2     37.0     23.3     35.1     69.7    107.3     74.5     62.8     43.6   168  27.0  12.2  26.2  13.4  380.0  423.9  674.6  227.6  446.9
       68      3  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_6               FNYCO001 GRRD9001 KS00000005 1990061 1990130 1990139 1990216 1990294 1990294   -99   26320   15100   15100   11289 20740  0.2784    5424   713.7 0.574   3.8    15   375   365   773   484   289    12    40   135     1   250     0   328     1    69   241   194   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19812  19812      0      0  226893  226893     -99    111.1     40.6     54.4     70.2     63.7     23.3     31.2     40.3    105.3     80.2     60.4     46.0   164  29.4  13.3  27.4  13.4  380.0  236.9  648.5  164.7  483.8
       69      3  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_6               FNYCO001 GRRD9101 KS00000005 1991061 1991130 1991136 1991205 1991277 1991277   -99   27489   16862   16862   10695 21767  0.3095    5449   716.9 0.613   4.2    12   300   422   754   496   258    18    39   142     1   250     0   334     2    69   251   218   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19801  19801      0      0  226624  226624     -99     78.0     41.3     55.4     91.6     47.9     25.3     34.0     56.2    110.0     82.3     67.4     50.5   147  30.4  15.3  28.1  13.7  380.0  352.2  665.5  170.9  496.0
       70      3  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_6               FNYCO001 GRRD9201 KS00000005 1992061 1992130 1992137 1992223 1992316 1992316   -99   28316   15903   15903   12488 22200  0.3036    5238   689.3 0.562   4.6     9   225   422   736   469   268     8     0   145     1   250     0   382     0    48   288   223   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19788  19788      0      0  226643  226643     -99     70.9     41.6     60.4    125.9     39.8     23.3     33.9     70.7    113.3     74.1     63.6     41.6   186  25.7  11.3  25.2  13.1  380.0  399.4  681.2  212.3  468.9
       71      3  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_6               FNYCO001 GRRD9301 KS00000005 1993061 1993130 1993139 1993214 1993309 1993309   -99   29120   17444   17444   11748 23137  0.3229    5402   710.8 0.599   4.4     9   225   511   783   486   298    10    25   160     1   250     0   370     0    45   283   227   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19802  19802      0      0  226719  226719     -99     73.7     43.3     60.0    129.4     44.2     25.9     35.9     77.5    116.5     78.7     69.8     47.1   179  26.8  11.9  26.0  13.2  380.0  395.0  672.3  186.8  485.5
       72      3  1  1  0 MZ MZCER047 KSGC3038 25%_IFREQ_6               FNYCO001 GRRD9401 KS00000005 1994061 1994130 1994137 1994208 1994289 1994289   -99   28739   16810   16810   12000 22716  0.2978    5645   742.8 0.585   4.4    12   300   432   803   531   272     5    12   144     1   250     0   343     0    73   248   211   -99   -99   -99   -99   -99   -99   -99   -99   -99     0  19796  19796      0      0  226627  226627     -99     80.0     40.1     54.1     95.8     46.8     23.5     31.7     56.0    115.0     83.8     67.2     49.0   159  30.1  13.5  27.8  13.5  380.0  359.1  716.1  186.0  530.9
